	sequence_id	Assembly	Domain	Temperature	cluster_id	genus	species	tax_cluster_id	len
558	GCA_900142385.1	GCA_900142385.1	Bacteria	Psychrophiles	Bacteria_Temperature	Marinobacter	Marinobacter antarcticus	564117.0	500000
559	GCA_900142415.1	GCA_900142415.1	Bacteria	Thermophiles	Bacteria_Temperature	Rhodothermus	Rhodothermus profundi	633813.0	500000
560	GCA_900142435.1	GCA_900142435.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermocrinis_A	Thermocrinis_A minervae	381751.0	500000
561	GCA_900142695.1	GCA_900142695.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium xanthum	69322.0	500002
562	GCA_900142885.1	GCA_900142885.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium xinjiangense	178356.0	500000
563	GCA_900143245.1	GCA_900143245.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium fryxellicola	249352.0	500000
564	GCA_900156405.1	GCA_900156405.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella morhuae	365591.0	500000
565	GCA_900156755.1	GCA_900156755.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus vulcanalis	252246.0	500001
566	GCA_900162825.1	GCA_900162825.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter piechaudii	1945521.0	500011
567	GCA_900166965.1	GCA_900166965.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium piscicola	1378299.0	500000
568	GCA_900166975.1	GCA_900166975.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium toruni	1935446.0	500000
569	GCA_900176005.1	GCA_900176005.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermanaeromonas	Thermanaeromonas toyohensis	698762.0	500000
570	GCA_900176145.1	GCA_900176145.1	Bacteria	Thermophiles	Bacteria_Temperature	Sulfobacillus	Sulfobacillus thermosulfidooxidans	28034.0	500000
571	GCA_900176435.1	GCA_900176435.1	Archaea	Thermophiles	Archaea_Temperature	Picrophilus	Picrophilus oshimae	1122961.0	500000
572	GCA_900182635.1	GCA_900182635.1	Archaea	Mesophiles	Archaea_Temperature	Halorubrum	Halorubrum cibi	413815.0	500000
573	GCA_900186985.1	GCA_900186985.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus piscifermentans	70258.0	500000
574	GCA_900187025.1	GCA_900187025.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria	Listeria ivanovii	881621.0	500000
575	GCA_900188065.1	GCA_900188065.1	Archaea	Mesophiles	Archaea_Temperature	Halorubrum	Halorubrum vacuolatum	63740.0	500001
576	GCA_900198835.1	GCA_900198835.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus sp900198835	2016361.0	500000
577	GCA_900215215.1	GCA_900215215.1	Archaea	Thermophiles	Archaea_Temperature	Methanohalophilus	Methanohalophilus euhalobius	51203.0	500001
578	GCA_900215575.1	GCA_900215575.1	Archaea	Mesophiles	Archaea_Temperature	Natronoarchaeum	Natronoarchaeum philippinense	558529.0	500000
579	GCA_900456975.1	GCA_900456975.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella baltica	693974.0	500000
580	GCA_900458435.1	GCA_900458435.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus carnosus	1281.0	500000
581	GCA_900458565.1	GCA_900458565.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus equorum	1357294.0	500000
582	GCA_900465055.1	GCA_900465055.1	Bacteria	Psychrophiles	Bacteria_Temperature	Moritella	Moritella yayanosii	69539.0	500000
583	GCA_900475595.1	GCA_900475595.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus uberis	1349.0	500000
584	GCA_900636325.1	GCA_900636325.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus delphini	53344.0	500000
585	GCA_900636385.1	GCA_900636385.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus warneri	904338.0	500000
586	GCA_904846075.1	GCA_904846075.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter glacincola_C	56810.0	500000
587	GCA_904846145.1	GCA_904846145.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_G	498.0	500000
588	GCA_904846175.1	GCA_904846175.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_E	498.0	500000
589	GCA_904846185.1	GCA_904846185.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_B	498.0	500002
590	GCA_904846215.1	GCA_904846215.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter glacincola_B	56810.0	500001
591	GCA_904846225.1	GCA_904846225.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_F	498.0	500001
592	GCA_904846235.1	GCA_904846235.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_C	498.0	500001
593	GCA_904846265.1	GCA_904846265.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_A	498.0	500001
594	GCA_904846285.1	GCA_904846285.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter immobilis_D	498.0	500001
595	GCA_904846415.1	GCA_904846415.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter piscatorii_A	554343.0	500002
596	GCA_904846675.1	GCA_904846675.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter urativorans_B	45610.0	500001
597	GCA_904846695.1	GCA_904846695.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter urativorans_C	45610.0	500000
